0	2.37355	2.37363
1	2.36971	2.36991
2	2.36549	2.36587
3	2.36068	2.36126
4	2.35512	2.35597
5	2.34869	2.34982
6	2.34163	2.34307
7	2.33405	2.33587
8	2.32606	2.3282
9	2.31736	2.31988
10	2.30767	2.31068
11	2.2965	2.29998
12	2.28407	2.28809
13	2.26999	2.27459
14	2.25433	2.25961
15	2.23692	2.24292
16	2.21805	2.22485
17	2.19748	2.20516
18	2.17526	2.18381
19	2.15128	2.16076
20	2.12583	2.13641
21	2.09868	2.11032
22	2.07045	2.08327
23	2.04147	2.05548
24	2.012	2.0271
25	1.98222	1.99834
26	1.95361	1.97063
27	1.92585	1.94372
28	1.89824	1.91701
29	1.87057	1.89005
30	1.84298	1.86332
31	1.81604	1.83703
32	1.78977	1.81176
33	1.76433	1.78719
34	1.73895	1.76231
35	1.71388	1.73775
36	1.69059	1.71454
37	1.66878	1.69272
38	1.64733	1.67162
39	1.62604	1.65044
40	1.60475	1.62973
41	1.58473	1.61005
42	1.56593	1.59215
43	1.54813	1.57522
44	1.53001	1.55774
45	1.51216	1.5408
46	1.49572	1.52465
47	1.48028	1.50924
48	1.46529	1.49446
49	1.45029	1.47948
50	1.43437	1.46443
51	1.41984	1.45048
52	1.40695	1.43858
53	1.39477	1.42743
54	1.38115	1.41457
55	1.36642	1.40078
56	1.35345	1.3881
57	1.34166	1.37639
58	1.3301	1.36485
59	1.31793	1.35259
60	1.30367	1.33941
61	1.29045	1.32704
62	1.27992	1.31765
63	1.27028	1.3091
64	1.25858	1.29805
65	1.24383	1.28378
66	1.23106	1.27092
67	1.2208	1.26052
68	1.21086	1.25022
69	1.1999	1.23908
70	1.18578	1.22619
71	1.17256	1.21416
72	1.16321	1.20624
73	1.15561	1.19991
74	1.14584	1.19069
75	1.13135	1.17633
76	1.11808	1.1626
77	1.10962	1.15377
78	1.10203	1.14541
79	1.09331	1.1365
80	1.0797	1.12433
81	1.06689	1.11319
82	1.05863	1.10691
83	1.05403	1.10396
84	1.04774	1.09834
85	1.03515	1.08584
86	1.02084	1.07092
87	1.01383	1.06337
88	1.00949	1.05789
89	1.0043	1.0524
90	0.991946	1.04149
91	0.97962	1.0311
92	0.971398	1.02531
93	0.96932	1.02532
94	0.967357	1.02428
95	0.958246	1.01548
96	0.942315	0.998926
97	0.93492	0.990916
98	0.932936	0.987421
99	0.93115	0.985111
100	0.920882	0.975903
101	0.909209	0.96602
102	0.89993	0.959182
103	0.898627	0.960157
104	0.900224	0.962929
105	0.895311	0.958654
106	0.878508	0.941315
107	0.869453	0.931649
108	0.86807	0.928535
109	0.868725	0.928526
110	0.861245	0.921692
111	0.850782	0.912699
112	0.840244	0.904309
113	0.838232	0.904467
114	0.842015	0.90954
115	0.841197	0.909694
116	0.82527	0.893358
117	0.814499	0.88199
118	0.812159	0.877788
119	0.81413	0.87906
120	0.809956	0.875306
121	0.801754	0.868333
122	0.790635	0.859025
123	0.78677	0.85709
124	0.791078	0.862673
125	0.793605	0.866421
126	0.780461	0.852955
127	0.769189	0.841069
128	0.765177	0.835056
129	0.767069	0.836205
130	0.765762	0.835241
131	0.760631	0.831245
132	0.75044	0.822635
133	0.744483	0.818387
134	0.747691	0.822809
135	0.752071	0.828557
136	0.742658	0.818824
137	0.732587	0.8081
138	0.727342	0.800696
139	0.728205	0.800704
140	0.728457	0.80126
141	0.726129	0.800074
142	0.718208	0.793642
143	0.711028	0.788044
144	0.712314	0.790524
145	0.716958	0.796628
146	0.710988	0.790276
147	0.703221	0.781823
148	0.697722	0.774008
149	0.697426	0.772697
150	0.698004	0.773512
151	0.697466	0.774153
152	0.692218	0.770399
153	0.685073	0.764815
154	0.684578	0.765569
155	0.688467	0.771011
156	0.684967	0.767055
157	0.679681	0.761078
158	0.67471	0.75366
159	0.673592	0.751344
160	0.673838	0.751713
161	0.674096	0.753166
162	0.671097	0.751706
163	0.664884	0.747102
164	0.66326	0.746844
165	0.666066	0.751318
166	0.663998	0.748749
167	0.660739	0.744835
168	0.656651	0.738214
169	0.655144	0.73533
170	0.654887	0.735043
171	0.655313	0.736637
172	0.653841	0.736732
173	0.648868	0.733438
174	0.646782	0.732847
175	0.648631	0.736489
176	0.647243	0.734594
177	0.645356	0.732123
178	0.642165	0.726371
179	0.640629	0.723316
180	0.639967	0.722464
181	0.640269	0.723871
182	0.639682	0.724839
183	0.635849	0.722734
184	0.633747	0.72223
185	0.634935	0.725312
186	0.633822	0.723711
187	0.632739	0.722131
188	0.630275	0.717127
189	0.62893	0.714175
190	0.628059	0.712982
191	0.62816	0.714114
192	0.628014	0.715479
193	0.625059	0.71427
194	0.623161	0.714033
195	0.623972	0.716799
196	0.622969	0.71533
